"timestampUtc","runId","buildHash","payloadSignature","nodeCount","edgeCount","avgDrawMs","maxDrawMs","lastFrameMs","frameCount","panDistance","zoomEvents","pointerThrottleSkips","dragFrameCount","dragTotalDurationMs","dragAverageFrameMs","dragMaxFrameMs","source","canvasWidth","canvasHeight","operationalOnly","mode","neighborEmphasis","zoomPercent","inspectorVisible"
"2025-12-16T12:56:46.7460000Z","run_20251214T151352Z_479f8f01","cef097524d82","0.5309|638.98|188.70|226.0723|645.6303|0.5309|0.2065",76,135,5.336,10,5.2,599,10423.5,0,599,3196.4,5.336,10,"auto-canvas",1518,1062.906,false,"full",true,53.09,false
"2025-12-16T12:57:37.5570000Z","run_20251214T151352Z_479f8f01","cef097524d82","0.5309|487.98|-1428.30|163.9122|3691.4738|0.5309|0.2065",76,135,5.368,10.9,4.5,704,12005.02,0,574,3143.6,5.477,10.9,"manual-canvas",1150,1062.906,false,"full",true,53.09,true
"2025-12-16T12:57:51.8260000Z","run_20251214T151352Z_479f8f01","cef097524d82","0.5309|487.98|-1428.30|163.9122|3691.4738|0.5309|0.2065",76,135,10.15,13.3,13.3,4,0,0,0,0,0,0,"auto-canvas",1150,1062.906,false,"full",true,53.09,true
"2025-12-16T12:58:01.8190000Z","run_20251214T151352Z_479f8f01","cef097524d82","0.5309|487.98|-1428.30|163.9122|3691.4738|0.5309|0.2065",76,135,0,0,0,0,0,0,0,0,0,0,"auto-canvas",1150,1062.906,false,"full",true,53.09,true
